time[ms],cpu_load,cpu_scaling_freq
0,,1708.0
100,0.9166666666666666,1708.0
200,0.6666666666666666,1708.0
300,1.0,1708.0
400,1.0,1708.0
500,0.9090909090909091,1708.0
600,,
700,,1708.0
800,,
900,,1708.0
1000,0.9285714285714286,1708.0
1100,0.9166666666666666,1708.0
1200,,
1300,,1708.0
1400,0.9333333333333333,1708.0
1500,0.8666666666666667,1708.0
1600,0.7272727272727273,1708.0
1700,,
1800,,1708.0
1900,0.7777777777777778,1708.0
2000,0.9,1708.0
2100,,
2200,,1708.0
2300,0.6666666666666666,1708.0
2400,0.75,1708.0
2500,,
2600,,
2700,,
2800,,
2900,,
3000,,
3100,,
3200,,
3300,,
3400,,
3500,,
3600,,
3700,,
3800,,
3900,,
4000,,
4100,,
4200,,
4300,,
4400,,
4500,,
4600,,
4700,,
4800,,
4900,,
5000,,
5100,,
5200,,
5300,,
5400,,
5500,,
5600,,
5700,,
5800,,
5900,,
6000,,
6100,,
6200,,
6300,,
6400,,
6500,,
6600,,
6700,,
6800,,
6900,,
7000,,
7100,,
7200,,
7300,,
7400,,
7500,,
7600,,
7700,,
7800,,
7900,,
8000,,
8100,,
8200,,
8300,,
8400,,
8500,,
8600,,
8700,,
8800,,
8900,,
9000,,
9100,,
9200,,
9300,,1708.0
9400,0.08567208271787297,1708.0
