,time[ms],time_0,csv_load_0,time_1,csv_load_1,time_2,csv_load_2,time_3,csv_load_3,time_4,csv_load_4,time_5,csv_load_5,time_6,csv_load_6,time_7,csv_load_7,time_8,csv_load_8
0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,100,100,0.9620253164556962,100.0,1.0,100.0,0.9230769230769232,100.0,0.9230769230769232,100.0,,100.0,0.9375,100.0,0.9473684210526316,100.0,1.0,100.0,0.9375
2,200,200,0.9204545454545454,200.0,0.7,200.0,0.5,200.0,0.9090909090909092,200.0,,200.0,0.9,200.0,,200.0,1.0,200.0,0.8571428571428571
3,300,300,0.7884615384615384,300.0,,300.0,0.875,300.0,0.7272727272727273,300.0,0.8461538461538461,300.0,0.7,300.0,,300.0,1.0,300.0,0.8181818181818182
4,400,400,0.7663043478260869,400.0,,400.0,,400.0,,400.0,0.8181818181818182,400.0,0.7692307692307693,400.0,0.7777777777777778,400.0,,400.0,0.8461538461538461
5,500,500,0.7762237762237763,500.0,0.7692307692307693,500.0,,500.0,,500.0,0.8,500.0,0.8,500.0,0.7857142857142857,500.0,,500.0,0.9
6,600,600,0.7235772357723578,600.0,0.7777777777777778,600.0,0.8181818181818182,600.0,0.5,600.0,0.5714285714285714,600.0,0.7142857142857143,600.0,0.9,600.0,0.5384615384615384,600.0,
7,700,700,0.6871165644171779,700.0,0.875,700.0,0.7692307692307693,700.0,0.875,700.0,0.6363636363636364,700.0,,700.0,0.6666666666666666,700.0,,700.0,
8,800,800,0.6559999999999999,800.0,0.8333333333333334,800.0,0.75,800.0,0.8333333333333334,800.0,0.8181818181818182,800.0,,800.0,0.7,800.0,,800.0,0.3333333333333333
9,900,900,0.3534482758620689,900.0,0.9090909090909092,900.0,0.7272727272727273,900.0,0.75,900.0,0.8,900.0,0.55,900.0,0.75,900.0,,900.0,0.18181818181818185
10,1000,1000,0.8444444444444444,1000.0,,1000.0,,1000.0,0.8333333333333334,1000.0,0.7272727272727273,1000.0,,1000.0,1.0,1000.0,,1000.0,
11,1100,1100,0.9069767441860463,1100.0,,1100.0,,1100.0,,1100.0,,1100.0,,1100.0,,1100.0,0.9285714285714286,1100.0,
12,1200,1200,0.84,1200.0,0.7692307692307693,1200.0,,1200.0,,1200.0,,1200.0,0.6363636363636364,1200.0,,1200.0,0.8181818181818182,1200.0,
13,1300,1300,0.8516483516483516,1300.0,0.8888888888888888,1300.0,,1300.0,0.8461538461538461,1300.0,0.9333333333333332,1300.0,0.7777777777777778,1300.0,0.9166666666666666,1300.0,,1300.0,
14,1400,1400,0.8629032258064516,1400.0,0.6470588235294118,1400.0,,1400.0,0.9,1400.0,0.8181818181818182,1400.0,0.6923076923076923,1400.0,0.8,1400.0,,1400.0,
15,1500,1500,0.8636363636363636,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,0.8181818181818182,1500.0,0.9411764705882352,1500.0,
16,1600,1600,0.8505154639175257,1600.0,,1600.0,0.6923076923076923,1600.0,,1600.0,,1600.0,,1600.0,0.8461538461538461,1600.0,,1600.0,
17,1700,1700,0.8351063829787234,1700.0,0.8571428571428571,1700.0,,1700.0,0.8461538461538461,1700.0,0.9285714285714286,1700.0,0.75,1700.0,0.9,1700.0,,1700.0,
18,1800,1800,0.8965517241379308,1800.0,0.8571428571428571,1800.0,,1800.0,,1800.0,0.6666666666666666,1800.0,0.9333333333333332,1800.0,,1800.0,1.0,1800.0,
19,1900,1900,,1900.0,,1900.0,1.0,1900.0,,1900.0,0.8333333333333334,1900.0,,1900.0,,1900.0,,1900.0,0.7
20,2000,2000,,2000.0,,2000.0,,2000.0,0.7692307692307693,2000.0,0.8666666666666667,2000.0,,2000.0,0.8333333333333334,2000.0,,2000.0,1.0
21,2100,2100,0.9751552795031057,2100.0,0.9230769230769232,2100.0,,2100.0,0.9333333333333332,2100.0,,2100.0,,2100.0,0.9230769230769232,2100.0,,2100.0,
22,2200,2200,0.9194630872483222,2200.0,,2200.0,,2200.0,,2200.0,,2200.0,,2200.0,,2200.0,,2200.0,
23,2300,2300,0.9016393442622952,2300.0,,2300.0,,2300.0,,2300.0,0.9333333333333332,2300.0,0.8181818181818182,2300.0,,2300.0,0.9285714285714286,2300.0,0.75
24,2400,2400,0.7806451612903226,2400.0,,2400.0,,2400.0,0.8571428571428571,2400.0,0.9285714285714286,2400.0,0.8461538461538461,2400.0,,2400.0,,2400.0,0.375
25,2500,2500,0.6879432624113475,2500.0,,2500.0,,2500.0,0.8888888888888888,2500.0,0.9,2500.0,,2500.0,,2500.0,,2500.0,0.18181818181818185
26,2600,2600,0.5742574257425742,2600.0,0.5238095238095238,2600.0,,2600.0,,2600.0,,2600.0,,2600.0,1.0,2600.0,0.35714285714285715,2600.0,
27,2700,2700,0.6442953020134228,2700.0,1.0,2700.0,,2700.0,,2700.0,,2700.0,0.6666666666666666,2700.0,0.8235294117647058,2700.0,,2700.0,
28,2800,2800,0.6320754716981132,2800.0,0.9285714285714286,2800.0,0.8095238095238095,2800.0,0.7692307692307693,2800.0,0.8461538461538461,2800.0,0.9166666666666666,2800.0,0.8888888888888888,2800.0,,2800.0,0.5263157894736842
29,2900,2900,0.7105263157894737,2900.0,0.9166666666666666,2900.0,0.7333333333333333,2900.0,,2900.0,,2900.0,,2900.0,0.75,2900.0,,2900.0,0.7
30,3000,3000,0.7872340425531915,3000.0,0.9230769230769232,3000.0,,3000.0,,3000.0,,3000.0,,3000.0,0.8181818181818182,3000.0,,3000.0,0.6666666666666666
31,3100,3100,0.6044776119402985,3100.0,0.75,3100.0,,3100.0,0.8181818181818182,3100.0,0.8125,3100.0,,3100.0,0.8181818181818182,3100.0,0.9230769230769232,3100.0,
32,3200,3200,0.8503401360544217,3200.0,,3200.0,,3200.0,0.8571428571428571,3200.0,,3200.0,,3200.0,,3200.0,0.25,3200.0,
33,3300,3300,0.6578947368421053,3300.0,,3300.0,,3300.0,0.7,3300.0,,3300.0,0.6666666666666666,3300.0,,3300.0,0.2,3300.0,0.07692307692307693
34,3400,3400,0.6580310880829016,3400.0,,3400.0,0.6666666666666666,3400.0,0.7,3400.0,0.8181818181818182,3400.0,0.6923076923076923,3400.0,0.8333333333333334,3400.0,,3400.0,0.16666666666666666
35,3500,3500,0.640625,3500.0,,3500.0,0.8333333333333334,3500.0,0.8181818181818182,3500.0,0.75,3500.0,0.5833333333333334,3500.0,0.9230769230769232,3500.0,,3500.0,0.15384615384615385
36,3600,3600,0.6326530612244898,3600.0,0.5416666666666666,3600.0,0.8461538461538461,3600.0,0.9,3600.0,0.8,3600.0,,3600.0,0.8181818181818182,3600.0,0.26666666666666666,3600.0,
37,3700,3700,0.6834532374100719,3700.0,0.8333333333333334,3700.0,,3700.0,,3700.0,0.8571428571428571,3700.0,,3700.0,,3700.0,0.2307692307692308,3700.0,
38,3800,3800,0.6122448979591837,3800.0,0.75,3800.0,,3800.0,,3800.0,1.0,3800.0,0.6363636363636364,3800.0,,3800.0,0.1,3800.0,
39,3900,3900,0.6439024390243903,3900.0,0.8,3900.0,0.6875,3900.0,0.9166666666666666,3900.0,,3900.0,0.7272727272727273,3900.0,0.8,3900.0,,3900.0,
40,4000,4000,,4000.0,,4000.0,0.6923076923076923,4000.0,0.8888888888888888,4000.0,,4000.0,0.6470588235294118,4000.0,0.8333333333333334,4000.0,,4000.0,0.2631578947368421
41,4100,4100,,4100.0,,4100.0,0.7272727272727273,4100.0,0.75,4100.0,0.7142857142857143,4100.0,0.9,4100.0,0.8571428571428571,4100.0,0.1875,4100.0,0.16666666666666666
42,4200,4200,0.4088050314465409,4200.0,0.9,4200.0,,4200.0,0.7777777777777778,4200.0,0.6363636363636364,4200.0,,4200.0,0.7272727272727273,4200.0,0.2727272727272727,4200.0,
43,4300,4300,0.6613756613756614,4300.0,0.7692307692307693,4300.0,,4300.0,0.625,4300.0,0.625,4300.0,,4300.0,0.8461538461538461,4300.0,0.16666666666666666,4300.0,
44,4400,4400,0.6483516483516484,4400.0,0.7692307692307693,4400.0,0.6,4400.0,0.7,4400.0,0.7777777777777778,4400.0,0.7142857142857143,4400.0,0.75,4400.0,,4400.0,0.35714285714285715
45,4500,4500,0.6581196581196581,4500.0,0.7777777777777778,4500.0,0.7692307692307693,4500.0,0.875,4500.0,0.9230769230769232,4500.0,0.8,4500.0,0.7142857142857143,4500.0,,4500.0,0.16666666666666666
46,4600,4600,0.6419753086419753,4600.0,,4600.0,0.7692307692307693,4600.0,,4600.0,0.8,4600.0,0.8333333333333334,4600.0,0.9090909090909092,4600.0,0.35714285714285715,4600.0,0.0
47,4700,4700,0.5813953488372093,4700.0,,4700.0,,4700.0,,4700.0,,4700.0,0.8,4700.0,,4700.0,0.0,4700.0,
48,4800,4800,0.6879432624113475,4800.0,0.7272727272727273,4800.0,,4800.0,0.6086956521739131,4800.0,,4800.0,0.8333333333333334,4800.0,,4800.0,0.2307692307692308,4800.0,
49,4900,4900,0.6808510638297872,4900.0,0.9230769230769232,4900.0,0.9090909090909092,4900.0,0.7,4900.0,0.6923076923076923,4900.0,,4900.0,0.8181818181818182,4900.0,,4900.0,0.07692307692307693
50,5000,5000,0.6413793103448275,5000.0,0.9090909090909092,5000.0,0.8181818181818182,5000.0,0.9,5000.0,0.7272727272727273,5000.0,,5000.0,,5000.0,,5000.0,0.18181818181818185
51,5100,5100,0.8571428571428571,5100.0,,5100.0,0.8666666666666667,5100.0,0.8666666666666667,5100.0,0.6666666666666666,5100.0,0.8333333333333334,5100.0,,5100.0,0.7857142857142857,5100.0,1.0
52,5200,5200,0.7529411764705882,5200.0,,5200.0,,5200.0,,5200.0,0.9166666666666666,5200.0,0.6,5200.0,0.75,5200.0,0.15384615384615385,5200.0,0.4444444444444444
53,5300,5300,0.6453900709219859,5300.0,0.875,5300.0,,5300.0,,5300.0,,5300.0,0.7142857142857143,5300.0,0.8,5300.0,0.3333333333333333,5300.0,0.08333333333333333
54,5400,5400,0.6157894736842106,5400.0,0.8461538461538461,5400.0,0.8,5400.0,0.8461538461538461,5400.0,,5400.0,0.7272727272727273,5400.0,0.875,5400.0,0.25,5400.0,0.2
55,5500,5500,0.5882352941176471,5500.0,,5500.0,0.6923076923076923,5500.0,0.8333333333333334,5500.0,0.8571428571428571,5500.0,0.7857142857142857,5500.0,0.9166666666666666,5500.0,0.4,5500.0,0.3636363636363637
56,5600,5600,0.6462585034013606,5600.0,,5600.0,0.8888888888888888,5600.0,0.7777777777777778,5600.0,,5600.0,0.5,5600.0,0.6923076923076923,5600.0,0.2,5600.0,
