,time[ms],time_0,csv_load_0,time_1,csv_load_1,time_2,csv_load_2,time_3,csv_load_3,time_4,csv_load_4,time_5,csv_load_5,time_6,csv_load_6,time_7,csv_load_7,time_8,csv_load_8
0,0,0,,0,,0,,0,,0,,0.0,,0.0,,0.0,,0.0,
1,100,100,0.8979591836734694,100,0.8095238095238095,100,,100,1.0,100,0.9375,100.0,,100.0,1.0,100.0,0.9375,100.0,0.8421052631578947
2,200,200,0.9319727891156464,200,0.8888888888888888,200,,200,0.9230769230769232,200,0.8571428571428571,200.0,,200.0,0.9166666666666666,200.0,1.0,200.0,
3,300,300,0.8011049723756906,300,0.9230769230769232,300,0.7,300,,300,,300.0,0.9166666666666666,300.0,0.7142857142857143,300.0,1.0,300.0,
4,400,400,0.8764044943820225,400,0.8181818181818182,400,,400,,400,,400.0,0.8333333333333334,400.0,0.7777777777777778,400.0,,400.0,1.0
5,500,500,0.9464285714285714,500,1.0,500,,500,,500,0.7333333333333333,500.0,0.9230769230769232,500.0,,500.0,,500.0,1.0
6,600,600,0.9221556886227544,600,,600,0.8888888888888888,600,,600,0.8571428571428571,600.0,,600.0,,600.0,0.9411764705882352,600.0,
7,700,700,0.9161290322580644,700,,700,,700,0.9285714285714286,700,1.0,700.0,,700.0,0.9,700.0,,700.0,
8,800,800,0.9215686274509804,800,,800,,800,0.8571428571428571,800,,800.0,0.8823529411764706,800.0,0.6923076923076923,800.0,,800.0,0.7692307692307693
9,900,900,0.7946428571428571,900,,900,0.8823529411764706,900,,900,,900.0,0.8888888888888888,900.0,0.7272727272727273,900.0,0.6666666666666666,900.0,0.3333333333333333
10,1000,1000,0.7619047619047619,1000,0.8,1000,0.7692307692307693,1000,,1000,0.8181818181818182,1000.0,,1000.0,,1000.0,0.35714285714285715,1000.0,0.5
11,1100,1100,0.7102272727272727,1100,,1100,,1100,0.9166666666666666,1100,1.0,1100.0,,1100.0,,1100.0,,1100.0,0.2777777777777778
12,1200,1200,0.6739130434782609,1200,,1200,,1200,0.7,1200,0.7857142857142857,1200.0,,1200.0,0.9473684210526316,1200.0,,1200.0,0.2222222222222222
13,1300,1300,0.7333333333333333,1300,0.8333333333333334,1300,0.5833333333333334,1300,,1300,,1300.0,,1300.0,0.8181818181818182,1300.0,0.18181818181818185,1300.0,0.0
14,1400,1400,0.6901408450704225,1400,0.7692307692307693,1400,,1400,,1400,,1400.0,0.75,1400.0,0.8,1400.0,0.5833333333333334,1400.0,
15,1500,1500,0.6111111111111112,1500,,1500,,1500,0.5555555555555556,1500,0.7692307692307693,1500.0,0.8181818181818182,1500.0,0.625,1500.0,0.1,1500.0,
16,1600,1600,0.6621621621621622,1600,,1600,0.43478260869565216,1600,0.75,1600,0.6363636363636364,1600.0,,1600.0,0.8888888888888888,1600.0,0.16666666666666666,1600.0,0.18181818181818185
17,1700,1700,0.5960264900662252,1700,0.75,1700,0.625,1700,0.8,1700,0.6923076923076923,1700.0,,1700.0,0.5454545454545454,1700.0,,1700.0,0.16666666666666666
18,1800,1800,0.5798816568047337,1800,0.9230769230769232,1800,0.8181818181818182,1800,0.7,1800,0.8571428571428571,1800.0,0.7692307692307693,1800.0,0.8,1800.0,,1800.0,0.0
19,1900,1900,0.3902439024390244,1900,0.8571428571428571,1900,0.7,1900,0.6363636363636364,1900,0.75,1900.0,0.8181818181818182,1900.0,0.8,1900.0,0.09090909090909093,1900.0,0.26666666666666666
20,2000,2000,0.631578947368421,2000,,2000,,2000,0.8,2000,,2000.0,0.8,2000.0,0.8181818181818182,2000.0,0.375,2000.0,
21,2100,2100,0.6375838926174496,2100,,2100,,2100,0.8181818181818182,2100,,2100.0,0.8,2100.0,,2100.0,0.3636363636363637,2100.0,
22,2200,2200,0.6502463054187192,2200,0.6666666666666666,2200,0.8571428571428571,2200,,2200,0.7,2200.0,0.5384615384615384,2200.0,,2200.0,0.2857142857142857,2200.0,0.1176470588235294
23,2300,2300,0.6690140845070423,2300,,2300,0.8571428571428571,2300,,2300,0.8181818181818182,2300.0,0.6666666666666666,2300.0,0.7,2300.0,0.2222222222222222,2300.0,
24,2400,2400,0.6619718309859155,2400,,2400,,2400,,2400,0.7142857142857143,2400.0,0.5833333333333334,2400.0,0.9,2400.0,0.2222222222222222,2400.0,
25,2500,2500,0.6488095238095238,2500,0.7142857142857143,2500,,2500,,2500,0.7272727272727273,2500.0,0.7777777777777778,2500.0,0.8333333333333334,2500.0,0.4166666666666667,2500.0,0.08333333333333333
26,2600,2600,0.6590909090909091,2600,0.8181818181818182,2600,0.5882352941176471,2600,0.4761904761904762,2600,0.7777777777777778,2600.0,0.6666666666666666,2600.0,,2600.0,0.3333333333333333,2600.0,0.2
27,2700,2700,0.6073619631901841,2700,0.9,2700,0.5833333333333334,2700,0.7692307692307693,2700,0.8,2700.0,,2700.0,,2700.0,,2700.0,0.0
28,2800,2800,0.592814371257485,2800,0.8,2800,0.4444444444444444,2800,0.75,2800,,2800.0,,2800.0,0.8125,2800.0,,2800.0,0.15384615384615385
29,2900,2900,0.6206896551724138,2900,0.6363636363636364,2900,,2900,0.75,2900,,2900.0,0.6428571428571429,2900.0,0.9,2900.0,0.25,2900.0,0.25
30,3000,3000,0.43609022556390975,3000,0.8333333333333334,3000,,3000,0.7,3000,,3000.0,0.4545454545454545,3000.0,0.8181818181818182,3000.0,0.2727272727272727,3000.0,
