,time[ms],time_0,csv_load_0,time_1,csv_load_1,time_2,csv_load_2,time_3,csv_load_3,time_4,csv_load_4,time_5,csv_load_5,time_6,csv_load_6,time_7,csv_load_7,time_8,csv_load_8
0,0,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,100,100,0.9664804469273744,100.0,0.9333333333333332,100.0,,100.0,1.0,100.0,1.0,100.0,,100.0,1.0,100.0,1.0,100.0,
2,200,200,0.8359375,200.0,0.9090909090909092,200.0,,200.0,,200.0,,200.0,,200.0,0.7272727272727273,200.0,,200.0,
3,300,300,0.8012422360248447,300.0,,300.0,0.8461538461538461,300.0,,300.0,,300.0,0.6923076923076923,300.0,,300.0,,300.0,1.0
4,400,400,0.8520710059171598,400.0,,400.0,0.6,400.0,0.8571428571428571,400.0,0.8,400.0,1.0,400.0,,400.0,1.0,400.0,0.9285714285714286
5,500,500,0.8366013071895425,500.0,,500.0,,500.0,,500.0,0.7,500.0,0.75,500.0,0.6923076923076923,500.0,1.0,500.0,
6,600,600,0.7803468208092486,600.0,0.6521739130434783,600.0,,600.0,,600.0,0.75,600.0,0.8333333333333334,600.0,0.7272727272727273,600.0,1.0,600.0,
7,700,700,0.6890243902439024,700.0,1.0,700.0,0.6818181818181818,700.0,0.75,700.0,0.8571428571428571,700.0,0.7272727272727273,700.0,0.7272727272727273,700.0,0.9473684210526316,700.0,0.9166666666666666
8,800,800,0.647887323943662,800.0,0.6666666666666666,800.0,,800.0,0.7857142857142857,800.0,0.8181818181818182,800.0,0.8181818181818182,800.0,0.7777777777777778,800.0,,800.0,0.9166666666666666
9,900,900,,900.0,,900.0,,900.0,,900.0,0.8,900.0,,900.0,0.7777777777777778,900.0,,900.0,
10,1000,1000,,1000.0,,1000.0,0.8333333333333334,1000.0,,1000.0,0.75,1000.0,,1000.0,0.7,1000.0,1.0,1000.0,
11,1100,1100,0.6852791878172588,1100.0,0.9285714285714286,1100.0,0.9230769230769232,1100.0,0.8461538461538461,1100.0,0.6363636363636364,1100.0,0.9230769230769232,1100.0,0.8181818181818182,1100.0,0.9333333333333332,1100.0,0.9473684210526316
12,1200,1200,0.6815286624203821,1200.0,1.0,1200.0,0.9285714285714286,1200.0,0.9333333333333332,1200.0,,1200.0,0.9166666666666666,1200.0,0.8181818181818182,1200.0,,1200.0,0.9166666666666666
13,1300,1300,0.6870229007633588,1300.0,,1300.0,,1300.0,0.9090909090909092,1300.0,,1300.0,,1300.0,0.8333333333333334,1300.0,,1300.0,
14,1400,1400,0.6344827586206897,1400.0,,1400.0,,1400.0,,1400.0,0.75,1400.0,,1400.0,,1400.0,1.0,1400.0,
15,1500,1500,0.7988826815642458,1500.0,0.8571428571428571,1500.0,0.7692307692307693,1500.0,,1500.0,0.7857142857142857,1500.0,0.8,1500.0,,1500.0,1.0,1500.0,0.9285714285714286
16,1600,1600,0.7579617834394905,1600.0,,1600.0,,1600.0,,1600.0,0.9166666666666666,1600.0,,1600.0,0.6666666666666666,1600.0,,1600.0,
17,1700,1700,0.7531645569620253,1700.0,,1700.0,,1700.0,,1700.0,,1700.0,,1700.0,,1700.0,,1700.0,
18,1800,1800,0.8209876543209876,1800.0,0.8888888888888888,1800.0,,1800.0,0.8571428571428571,1800.0,,1800.0,0.8666666666666667,1800.0,,1800.0,0.9230769230769232,1800.0,1.0
19,1900,1900,0.8478260869565217,1900.0,0.8666666666666667,1900.0,0.8571428571428571,1900.0,,1900.0,0.8571428571428571,1900.0,1.0,1900.0,0.7666666666666667,1900.0,0.8181818181818182,1900.0,
20,2000,2000,0.6923076923076923,2000.0,1.0,2000.0,,2000.0,,2000.0,0.9166666666666666,2000.0,0.7692307692307693,2000.0,,2000.0,0.6923076923076923,2000.0,
21,2100,2100,0.9102564102564102,2100.0,0.8333333333333334,2100.0,,2100.0,0.9285714285714286,2100.0,0.8333333333333334,2100.0,,2100.0,,2100.0,,2100.0,0.85
22,2200,2200,0.8628571428571429,2200.0,,2200.0,0.875,2200.0,0.8666666666666667,2200.0,0.9090909090909092,2200.0,,2200.0,0.8333333333333334,2200.0,,2200.0,
23,2300,2300,0.9086294416243654,2300.0,,2300.0,0.8888888888888888,2300.0,0.7777777777777778,2300.0,,2300.0,0.9230769230769232,2300.0,0.8181818181818182,2300.0,0.8571428571428571,2300.0,
24,2400,2400,0.8507462686567164,2400.0,0.9230769230769232,2400.0,0.8571428571428571,2400.0,1.0,2400.0,,2400.0,0.9333333333333332,2400.0,0.8181818181818182,2400.0,0.7692307692307693,2400.0,0.875
25,2500,2500,0.8867924528301887,2500.0,,2500.0,1.0,2500.0,,2500.0,0.8181818181818182,2500.0,,2500.0,0.7777777777777778,2500.0,0.5384615384615384,2500.0,
26,2600,2600,0.9053254437869822,2600.0,,2600.0,,2600.0,,2600.0,0.9230769230769232,2600.0,,2600.0,0.8888888888888888,2600.0,0.25,2600.0,
27,2700,2700,0.8834355828220859,2700.0,0.8235294117647058,2700.0,,2700.0,,2700.0,0.8461538461538461,2700.0,0.7333333333333333,2700.0,0.8,2700.0,,2700.0,0.5833333333333334
28,2800,2800,0.8633093525179856,2800.0,0.9285714285714286,2800.0,0.7916666666666666,2800.0,0.5833333333333334,2800.0,0.7777777777777778,2800.0,0.9230769230769232,2800.0,0.8333333333333334,2800.0,,2800.0,0.8181818181818182
29,2900,2900,0.8518518518518519,2900.0,,2900.0,0.8333333333333334,2900.0,0.8333333333333334,2900.0,0.7777777777777778,2900.0,,2900.0,0.8888888888888888,2900.0,0.2,2900.0,0.5555555555555556
30,3000,3000,0.8372093023255814,3000.0,,3000.0,,3000.0,0.9,3000.0,0.7272727272727273,3000.0,,3000.0,0.6666666666666666,3000.0,,3000.0,
31,3100,3100,0.5737704918032787,3100.0,0.9090909090909092,3100.0,,3100.0,0.8571428571428571,3100.0,0.7777777777777778,3100.0,,3100.0,,3100.0,,3100.0,
32,3200,3200,0.6730769230769231,3200.0,0.8333333333333334,3200.0,0.8571428571428571,3200.0,,3200.0,0.7692307692307693,3200.0,,3200.0,,3200.0,,3200.0,0.3809523809523809
33,3300,3300,0.673202614379085,3300.0,0.9,3300.0,0.7777777777777778,3300.0,,3300.0,0.8181818181818182,3300.0,,3300.0,0.9090909090909092,3300.0,,3300.0,0.7
34,3400,3400,0.7044025157232704,3400.0,0.9,3400.0,0.9285714285714286,3400.0,0.75,3400.0,0.9,3400.0,,3400.0,0.7272727272727273,3400.0,,3400.0,0.7272727272727273
35,3500,3500,0.8705882352941177,3500.0,0.8333333333333334,3500.0,,3500.0,0.8,3500.0,0.9090909090909092,3500.0,,3500.0,0.6,3500.0,0.44,3500.0,0.7
36,3600,3600,0.9027777777777778,3600.0,,3600.0,,3600.0,,3600.0,,3600.0,,3600.0,0.7,3600.0,0.8,3600.0,
37,3700,3700,0.8041958041958042,3700.0,,3700.0,0.8333333333333334,3700.0,,3700.0,,3700.0,0.7692307692307693,3700.0,0.8181818181818182,3700.0,0.7272727272727273,3700.0,
38,3800,3800,0.6881188118811881,3800.0,0.75,3800.0,,3800.0,0.6956521739130435,3800.0,0.7692307692307693,3800.0,0.875,3800.0,0.8333333333333334,3800.0,0.5454545454545454,3800.0,0.9
39,3900,3900,0.7480916030534351,3900.0,0.9,3900.0,,3900.0,0.9230769230769232,3900.0,0.9090909090909092,3900.0,0.7692307692307693,3900.0,0.6363636363636364,3900.0,0.4,3900.0,0.9
40,4000,4000,0.8135593220338984,4000.0,,4000.0,0.6875,4000.0,1.0,4000.0,0.7777777777777778,4000.0,0.8,4000.0,1.0,4000.0,0.375,4000.0,0.8461538461538461
41,4100,4100,0.4173913043478261,4100.0,,4100.0,,4100.0,0.7272727272727273,4100.0,0.6666666666666666,4100.0,0.8,4100.0,,4100.0,0.3636363636363637,4100.0,
42,4200,4200,0.7021276595744681,4200.0,0.8333333333333334,4200.0,,4200.0,,4200.0,0.8666666666666667,4200.0,0.8,4200.0,,4200.0,0.3,4200.0,
43,4300,4300,0.7058823529411765,4300.0,0.8,4300.0,0.8,4300.0,,4300.0,0.8888888888888888,4300.0,0.8571428571428571,4300.0,0.7777777777777778,4300.0,,4300.0,0.5
44,4400,4400,0.6976744186046512,4400.0,0.7777777777777778,4400.0,0.8181818181818182,4400.0,0.8333333333333334,4400.0,0.8888888888888888,4400.0,0.7,4400.0,0.8333333333333334,4400.0,,4400.0,
45,4500,4500,0.7678571428571429,4500.0,0.9166666666666666,4500.0,0.9230769230769232,4500.0,0.8181818181818182,4500.0,,4500.0,0.8461538461538461,4500.0,0.7333333333333333,4500.0,0.18181818181818185,4500.0,
46,4600,4600,0.8057142857142857,4600.0,,4600.0,,4600.0,0.9090909090909092,4600.0,,4600.0,,4600.0,,4600.0,0.6153846153846154,4600.0,0.7142857142857143
47,4700,4700,0.7876712328767124,4700.0,,4700.0,,4700.0,,4700.0,0.9166666666666666,4700.0,,4700.0,,4700.0,0.2,4700.0,0.4166666666666667
