time,w
02:35:32:520709,1.41075
02:35:32:791852,1.4355
02:35:33:077265,1.4355
02:35:33:325039,1.42065
02:35:33:594320,1.42065
02:35:33:863509,0.8167200000000001
02:35:34:187963,0.8167200000000001
02:35:34:414582,0.51397
02:35:34:676421,0.51397
02:35:34:956058,0.48902000000000007
02:35:35:224874,0.48902000000000007
02:35:35:497866,0.5389200000000001
02:35:35:772343,0.5389200000000001
02:35:36:034720,0.48902000000000007
02:35:36:323913,0.48902000000000007
02:35:36:573475,0.52894
02:35:36:854382,0.52894
02:35:37:121663,0.6387200000000001
02:35:37:388425,0.6387200000000001
02:35:37:659233,0.49900000000000005
02:35:37:941054,0.49900000000000005
02:35:38:270346,0.49900000000000005
02:35:38:484201,0.49900000000000005
02:35:38:746115,0.47405
02:35:39:021811,0.47405
02:35:39:323780,0.51896
02:35:39:565971,0.51896
02:35:39:831061,0.51397
02:35:40:103388,0.51397
02:35:40:375382,0.6723000000000001
02:35:40:649557,0.6723000000000001
